date,3M,AMAZON,APPLE,ASML,BOEING,COKE,DISNEY,EXXON,FACEBOOK,IBM,INTEL,JOHNSON,MCDONALDS,MERCK,MICROSOFT,NETFLIX,NVIDIA,PFIZER,SALESFORCE,WALMART,
20180831,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,0.030232999,
20180928,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,
20181031,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,-0.074045002,
20181130,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,0.018511999,
20181231,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,-0.089890003,
20190131,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,0.088293999,
20190228,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,0.032724001,
20190329,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,0.012962,
20190430,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,0.037893001,
20190531,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,-0.061678998,
20190628,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,0.067279004,
20190731,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,0.011854,
20190830,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,-0.020338999,
20190930,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,0.016032999,
20191031,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,0.019255999,
20191129,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,0.034997001,
20191231,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,0.028491,
20200131,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,-0.001728,
20200228,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,-0.077918001,
20200331,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,-0.141733006,
20200430,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,0.129674003,
20200529,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,0.053739,
20200630,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,0.025299,
20200731,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,0.055528998,
20200831,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,0.068442002,
20200930,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,-0.035055999,
20201030,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,-0.020178,
20201130,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,0.123706996,
20201231,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,0.045047998,
20210129,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,-0.000631,
20210226,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,0.029196,
20210331,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,0.030572999,
20210430,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,0.048190001,
20210528,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,
20210630,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,0.023422001,
20210730,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,0.011828,
20210831,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,0.027147001,
20210930,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,-0.042243,
20211029,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,0.064657003,
20211130,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,-0.018347001,
20211231,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,0.033344999,
