date,3M,AMAZON,APPLE,ASML,BOEING,COKE,DISNEY,EXXON,FACEBOOK,IBM,INTEL,JOHNSON,MCDONALDS,MERCK,MICROSOFT,NETFLIX,NVIDIA,PFIZER,SALESFORCE,WALMART
20200228,-0.050107,-0.062214,-0.11431,-0.014074,-0.129151,-0.084075,-0.149375,-0.15792,-0.046754,-0.083212,-0.126388,-0.09028,-0.086694,-0.103933,-0.045292,0.069373,0.14296,-0.102578,-0.065328,-0.059481
20200331,-0.085299,0.035021,-0.069761,-0.054461,-0.45789,-0.165078,-0.178921,-0.261858,-0.133371,-0.147676,-0.025216,-0.024911,-0.148427,0.012931,-0.026541,0.017532,-0.023957,-0.023339,-0.155047,0.060178
20200430,0.112886,0.2689,0.155374,0.107964,-0.054445,0.037062,0.119565,0.223861,0.227278,0.131885,0.108278,0.144208,0.134321,0.031193,0.136326,0.118109,0.108801,0.175245,0.124809,0.069794
20200529,0.039429,-0.012785,0.084956,0.142426,0.03425,0.017215,0.084605,-0.002798,0.099555,0.007725,0.054685,-0.001866,0.000053,0.017394,0.025389,-0.000286,0.214657,0.005474,0.079284,0.025093
20200630,-0.002876,0.129567,0.147386,0.116901,0.256771,-0.034062,-0.049361,-0.016494,0.008797,-0.033066,-0.049261,-0.054588,-0.009929,-0.03444,0.110559,0.084126,0.070559,-0.143755,0.071743,-0.034499
20200731,-0.035387,0.147114,0.165132,-0.038883,-0.138025,0.057296,0.048695,-0.059034,0.117144,0.017968,-0.20224,0.036479,0.053179,0.037631,0.007371,0.074367,0.117607,0.188379,0.040143,0.080314
20200831,0.093175,0.090461,0.216309,0.057842,0.087468,0.048476,0.127672,-0.030181,0.155832,0.016268,0.074377,0.059413,0.105466,0.062687,0.10258,0.083211,0.259992,-0.017931,0.399281,0.077203
20200930,-0.017421,-0.087579,-0.102526,-0.013122,-0.03818,0.005047,-0.059073,-0.140461,-0.106753,-0.0133,0.01629,-0.029529,0.02796,-0.020054,-0.067397,-0.055763,0.011963,-0.028844,-0.078232,0.007634
20201030,-0.001373,-0.035754,-0.060012,-0.021827,-0.126286,-0.026534,-0.022808,-0.049811,0.00462,-0.082272,-0.144844,-0.079057,-0.029569,-0.093309,-0.03737,-0.048577,-0.073648,-0.033243,-0.0758,-0.008291
20201130,0.089022,0.04344,0.09549,0.215708,0.459312,0.082189,0.220701,0.195586,0.052678,0.120813,0.099368,0.062577,0.026901,0.068874,0.060058,0.031446,0.069212,0.140506,0.058251,0.101189
20201231,0.011926,0.028058,0.114574,0.114203,0.015899,0.062791,0.224106,0.081039,-0.013756,0.019106,0.030403,0.08778,-0.013153,0.025625,0.039006,0.101956,-0.025557,-0.039154,-0.09467,-0.053014
20210129,0.004977,-0.015576,-0.005502,0.095219,-0.092824,-0.121991,-0.071807,0.087821,-0.054291,-0.053781,0.114211,0.036536,-0.03141,-0.057824,0.042892,-0.015424,-0.004998,-0.014127,0.013616,-0.02539
20210226,0.00501,-0.035328,-0.079532,0.061648,0.091766,0.017445,0.124101,0.231936,-0.002748,0.012174,0.101198,-0.022436,-0.001973,-0.05774,0.004225,0.012134,0.055794,-0.067131,-0.040167,-0.075237
20210331,0.100651,0.000372,0.00734,0.088645,0.201453,0.084507,-0.02391,0.026853,0.143273,0.120491,0.052978,0.03717,0.087319,0.070504,0.014588,-0.031901,-0.026414,0.081815,-0.021386,0.049723
20210430,0.023147,0.120663,0.076218,0.049793,-0.080127,0.024094,0.008129,0.025255,0.103725,0.064686,-0.101094,-0.009857,0.05327,-0.033597,0.069602,-0.0157,0.124455,0.066796,0.087082,0.030038
20210528,0.037435,-0.07047,-0.050434,0.045116,0.054244,0.024268,-0.039619,0.034941,0.011228,0.024669,-0.001086,0.04658,-0.003812,0.018658,-0.007693,-0.020761,0.082281,0.01216,0.033779,0.019084
20210630,-0.02172,0.067355,0.099109,0.022755,-0.0302,-0.013746,-0.016121,0.080692,0.057737,0.019827,-0.017157,-0.026647,-0.012399,0.085067,0.084989,0.050516,0.231586,0.011103,0.025913,-0.007111
20210730,-0.003474,-0.032722,0.064982,0.109866,-0.0546,0.053964,0.001422,-0.087349,0.024704,-0.038406,-0.043106,0.045283,0.050738,-0.011573,0.051717,-0.020144,-0.025172,0.103167,-0.00958,0.01085
20210831,-0.008689,0.043034,0.042438,0.08647,-0.030819,-0.012625,0.029997,-0.037867,0.064777,0.007236,0.012798,0.011556,-0.016316,-0.007545,0.061528,0.099735,0.148213,0.07615,0.096474,0.042792
20210930,-0.099209,-0.053518,-0.068037,-0.105553,0.002005,-0.060735,-0.066906,0.07887,-0.105409,-0.010047,-0.014428,-0.067175,0.015371,-0.006947,-0.066119,0.072296,-0.074559,-0.066421,0.02243,-0.058879
20211029,0.018584,0.026602,0.058657,0.090953,-0.058698,0.074328,-0.000591,0.096056,-0.046613,-0.099546,-0.08033,0.008545,0.018415,0.172281,0.176291,0.131025,0.234167,0.016973,0.10497,0.072033
20211130,-0.040072,0.039924,0.10494,-0.023725,-0.044341,-0.06209,-0.142959,-0.058167,0.002751,-0.009401,0.011173,-0.036162,0.001751,-0.149233,-0.001236,-0.070128,0.278054,0.237311,-0.049151,-0.058827
20211231,0.044637,-0.049252,0.074229,0.00585,0.017539,0.128885,0.068944,0.02256,0.036646,0.141418,0.046748,0.097095,0.095953,0.032305,0.017333,-0.061474,-0.099798,0.099014,-0.108191,0.032781
